Дата,Код фьючерса,Средне-взвешенная цена за лот,Расчетная цена,Цена первой сделки,Максим. цена,Миним. цена,Цена последней сделки,Изменение,"Объем последней сделки, контр.",Число сделок,"Объем торгов, руб.","Объем торгов, контр.","Объем открытых позиций, руб.","Объем открытых позиций, контр.",Размеры ГО (руб./контракт),
30.04.2014,MXM4,127252,126870,128000,129070,126070,126790,-0.93,2,1682,560035950,4401,1461796140,11522,13960,
02.05.2014,MXM4,126403,126670,127080,127710,125560,126670,-0.10,1,1123,253058240,2002,1457971700,11510,13940,
05.05.2014,MXM4,126021,125570,126310,127210,125000,125570,-0.87,12,1175,347690680,2759,1623620100,12930,13820,
06.05.2014,MXM4,128044,129280,125720,129360,125720,129240,2.92,1,1468,595918670,4654,1556789760,12042,14240,
07.05.2014,MXM4,132216,134900,129010,136010,128150,134900,4.38,1,2547,924190450,6990,1712960200,12698,14840,
08.05.2014,MXM4,134404,134660,134380,136200,132000,134640,-0.19,2,2589,1155335430,8596,1683519320,12502,14840,
12.05.2014,MXM4,135101,135050,134710,136600,133750,135050,0.30,37,1642,688337460,5095,1701089800,12596,14860,
13.05.2014,MXM4,136628,136200,134740,137660,134460,136200,0.85,2,1205,499921070,3659,1729467600,12698,15020,
14.05.2014,MXM4,136066,136760,136260,136940,135320,136760,0.41,2,1498,404661320,2974,1721808400,12590,15060,
15.05.2014,MXM4,137215,136560,136880,138000,135760,136560,-0.15,1,1859,486291180,3544,1745509920,12782,15040,
16.05.2014,MXM4,136175,137530,136230,137530,135170,137530,0.71,1,2007,684688740,5028,1741129800,12660,15140,
19.05.2014,MXM4,139081,139860,137770,140700,137250,139860,1.69,10,2105,756046670,5436,1427970600,10210,15400,
20.05.2014,MXM4,140415,141550,139900,141750,139420,141550,1.21,1,2070,806545010,5744,1327455900,9378,15580,
21.05.2014,MXM4,141979,142830,141790,143410,140260,142830,0.90,1,2863,1019407790,7180,1408018140,9858,15720,
22.05.2014,MXM4,142060,141760,142900,143750,140870,141760,-0.75,1,1833,788573060,5551,1382727040,9754,15600,
23.05.2014,MXM4,142199,142630,141820,143280,140700,142610,0.60,1,2184,770147430,5416,1338439920,9384,15700,
26.05.2014,MXM4,144000,143700,142500,144950,141930,143700,0.76,1,1870,663839980,4610,1327213200,9236,15820,
27.05.2014,MXM4,140958,139760,143880,144030,139440,139760,-2.74,1,1919,716910420,5086,1102985920,7892,15380,
28.05.2014,MXM4,140305,140340,139800,141570,139230,140340,0.42,1,2186,720184820,5133,1172681040,8356,15440,
29.05.2014,MXM4,142355,142920,140450,143440,140340,142870,1.80,4,2006,765725490,5379,1291710960,9038,15740,
30.05.2014,MXM4,142311,142150,143060,143670,141450,142150,-0.50,1,1583,584470120,4107,1262292000,8880,15640,
02.06.2014,MXM4,144694,144990,142240,146210,142210,144990,2.00,1,2333,1103003470,7623,1396833660,9634,15960,
03.06.2014,MXM4,143946,145650,144990,149200,140000,145650,0.46,1,2043,893186120,6205,1259581200,8648,16040,
04.06.2014,MXM4,145956,145990,145340,146950,145050,145990,0.23,1,1226,515809110,3534,1239455100,8490,16060,
05.06.2014,MXM4,145952,145280,145670,147050,144860,145280,-0.49,1,1268,448655450,3074,1302871040,8968,16000,
06.06.2014,MXM4,145702,147190,145480,147450,143890,147190,1.32,1,1487,550462880,3778,1450410260,9854,16200,
09.06.2014,MXM4,147440,146630,147300,148400,146600,146630,-0.38,1,1215,586219720,3976,1578325320,10764,16140,
10.06.2014,MXM4,146957,147580,146820,147830,145920,147580,0.65,1,1029,427646280,2910,1559330280,10566,16240,
11.06.2014,MXM4,147959,148700,147730,148750,147210,148700,0.76,1,690,379070260,2562,1387371000,9330,16360,
13.06.2014,MXM4,147807,147500,148710,150000,146300,147500,-0.81,8,631,251715770,1703,1228380000,8328,16240,
16.06.2014,MXM4,148104,149893,147110,150120,146150,149890,1.62,1,821,577603800,3900,,,16500,
17.06.2014,MXU4,145562,145070,145720,146900,144680,145070,-0.49,3,1298,453572520,3116,505714020,3486,15960,
18.06.2014,MXU4,146524,146300,145020,147580,145000,146300,0.85,1,1134,390047950,2662,641671800,4386,16100,
19.06.2014,MXU4,147432,146280,146470,148430,145380,146280,-0.01,1,1815,640885130,4347,710628240,4858,16100,
20.06.2014,MXU4,146001,145900,146250,146850,145120,145900,-0.26,3,1093,406905110,2787,723080400,4956,16060,
23.06.2014,MXU4,146138,145910,146000,147320,145180,145910,0.01,1,1623,577244070,3950,663306860,4546,16060,
24.06.2014,MXU4,147586,149440,145500,149550,145030,149440,2.42,2,2532,976387710,6616,986304000,6600,16440,
25.06.2014,MXU4,147478,145410,149420,149900,145090,145410,-2.70,1,2608,1278772510,8667,944583360,6496,16000,
26.06.2014,MXU4,144766,143930,145420,146260,143410,143930,-1.02,1,1896,937073010,6473,1150576420,7994,15840,
27.06.2014,MXU4,144462,144540,143870,145420,143600,144540,0.42,2,1111,464445350,3215,1024499520,7088,15900,
30.06.2014,MXU4,143975,144150,144500,145010,143220,144150,-0.27,1,938,483324840,3357,1018563900,7066,15860,
01.07.2014,MXU4,144364,145280,143920,145740,143210,145280,0.78,1,1264,512491930,3550,1116622080,7686,16000,
02.07.2014,MXU4,147247,148730,145480,149040,145320,148730,2.38,1,1685,962728670,6535,1059255060,7122,16380,
03.07.2014,MXU4,148887,148380,148760,149510,148160,148380,-0.24,1,1300,573364450,3851,1113146760,7502,16340,
04.07.2014,MXU4,147484,145820,148380,149050,145700,145840,-1.71,4,1156,522977790,3546,1101524280,7554,16060,
07.07.2014,MXU4,147709,149400,145900,149750,144770,149400,2.44,1,1820,756418660,5121,1210140000,8100,16440,
08.07.2014,MXU4,150655,149430,149190,151480,149190,149430,0.02,1,2329,1129607910,7498,1199026320,8024,16440,
09.07.2014,MXU4,148873,149260,150020,150020,147640,149050,-0.25,2,2216,1069058010,7181,1089896520,7302,16420,
10.07.2014,MXU4,148214,147600,149400,150800,146200,147600,-0.97,4,2734,1224985830,8265,1289138400,8734,16240,
11.07.2014,MXU4,147750,148340,147800,148600,146970,148340,0.50,1,1971,870987740,5895,1349894000,9100,16320,
14.07.2014,MXU4,147991,147100,148200,149110,146700,147050,-0.87,2,1434,647610250,4376,1398921000,9510,16200,
15.07.2014,MXU4,147199,146680,147530,148270,146260,146680,-0.25,1,1928,916017440,6223,1392873280,9496,16140,
16.07.2014,MXU4,147589,148000,146250,149030,146200,148000,0.90,1,2677,1220917950,8273,1454544000,9828,16280,
17.07.2014,MXU4,144709,144700,147780,148950,143100,144650,-2.26,1,3872,1767623030,12215,1520507600,10508,15920,
18.07.2014,MXU4,142483,142900,144470,144480,141070,142910,-1.20,1,4341,1878062290,13181,1900855800,13302,15720,
21.07.2014,MXU4,140664,138960,143240,143610,138960,138960,-2.76,1,2382,968193650,6883,1666964160,11996,15300,
22.07.2014,MXU4,141080,141310,139950,142250,138260,141290,1.68,1,2420,1013801020,7186,1461710640,10344,15560,
23.07.2014,MXU4,141506,141240,141400,142830,140050,141170,-0.08,1,1910,750828660,5306,1586690160,11234,15540,
24.07.2014,MXU4,141096,141250,141240,142090,140060,141250,0.06,2,1665,752183970,5331,1702910000,12056,15540,
25.07.2014,MXU4,140584,139270,141400,143390,139220,139270,-1.40,2,2583,952174100,6773,1573193920,11296,15320,
28.07.2014,MXU4,137514,137325,138000,138975,136425,137325,-1.40,13,1637,816560175,5938,1694590500,12340,15150,
29.07.2014,MXU4,137773,137500,137400,138975,136350,137500,0.13,2,2263,982043800,7128,1530925000,11134,15150,
30.07.2014,MXU4,139367,139125,137450,141150,136325,139125,1.18,1,3219,1213891275,8709,1458308250,10482,15350,
31.07.2014,MXU4,139379,138400,138850,140650,138225,138350,-0.56,1,1777,652989750,4685,1438252800,10392,15250,
01.08.2014,MXU4,137559,137975,138000,138475,136350,137975,-0.27,4,1714,727274250,5287,1346911950,9762,15200,
04.08.2014,MXU4,138128,137800,137300,139300,136725,137800,-0.13,1,1297,444496325,3218,1346306000,9770,15200,
05.08.2014,MXU4,136997,136500,137600,139325,136000,136500,-0.94,1,1751,571412950,4171,1369914000,10036,15050,
06.08.2014,MXU4,135282,134475,136425,137175,133850,134475,-1.48,6,2750,1114454900,8238,1662111000,12360,14800,
07.08.2014,MXU4,133309,134100,134950,135000,131250,134200,-0.20,1,2533,923965400,6931,1632265200,12172,14800,
08.08.2014,MXU4,135455,135575,133875,136875,133475,135600,1.04,4,1784,742157000,5479,1623646200,11976,14950,
11.08.2014,MXU4,137564,137875,135425,139200,134600,137875,1.68,3,1756,851108850,6187,1627752250,11806,15200,
12.08.2014,MXU4,138053,138050,137500,139250,137200,138075,0.14,18,1106,389308250,2820,1637273000,11860,15200,
13.08.2014,MXU4,139486,140075,137950,140775,137425,140075,1.45,1,2124,718492375,5151,1734408650,12382,15450,
14.08.2014,MXU4,140601,141250,140225,141775,139325,141250,0.84,1,2472,930078400,6615,1818170000,12872,15550,
15.08.2014,MXU4,141771,142100,141250,142975,140375,141950,0.50,1,2747,896700000,6325,1763176800,12408,15650,
18.08.2014,MXU4,141888,142775,141375,143275,139700,142725,0.55,1,1817,614658200,4332,1586801350,11114,15750,
19.08.2014,MXU4,143926,144500,142950,144675,142825,144500,1.24,1,1903,735894700,5113,1917226000,13268,15900,
20.08.2014,MXU4,144363,145075,144525,145100,143675,145075,0.40,2,1434,525049475,3637,1879881850,12958,16000,
21.08.2014,MXU4,146111,146225,145300,147525,144775,146225,0.79,1,2065,858556150,5876,2095989150,14334,16100,
22.08.2014,MXU4,145013,144925,146250,146650,143875,144925,-0.89,1,2908,1293951625,8923,1811562500,12500,15950,
25.08.2014,MXU4,145524,146175,144675,146350,143975,146175,0.86,1,1454,532180600,3657,1829818650,12518,16100,
26.08.2014,MXU4,145489,144600,146500,146575,144600,144600,-1.08,1,887,315565000,2169,1694133600,11716,15950,
27.08.2014,MXU4,145508,145000,144550,146250,144500,145000,0.28,1,1544,711972300,4893,1625160000,11208,15950,
28.08.2014,MXU4,142871,142575,145075,145600,141750,142575,-1.67,1,2793,1258119525,8806,1553212050,10894,15700,
29.08.2014,MXU4,141441,140400,142675,143425,140300,140400,-1.53,3,1539,693060225,4900,1189188000,8470,15450,
01.09.2014,MXU4,140763,139150,140600,142425,139100,139150,-0.89,3,2138,1081484625,7683,1135742300,8162,15350,
02.09.2014,MXU4,139583,140325,139125,140450,138600,140325,0.84,1,1142,534743825,3831,1183781700,8436,15450,
03.09.2014,MXU4,143372,145525,140150,145625,138825,145525,3.71,1,3131,1542588925,10758,1274507950,8758,16050,
04.09.2014,MXU4,145569,146175,145550,146675,144300,146175,0.45,1,1296,515606300,3542,1252427400,8568,16100,
05.09.2014,MXU4,147146,147875,146275,148500,144650,147875,1.16,2,2065,848294300,5765,1312538500,8876,16300,
08.09.2014,MXU4,147284,147500,148500,149025,146225,147500,-0.25,5,1220,644246750,4373,1088550000,7380,16250,
09.09.2014,MXU4,147469,146875,147200,148250,146750,146875,-0.42,1,1018,404948850,2746,1152968750,7850,16200,
10.09.2014,MXU4,146742,147000,147000,147500,145425,147000,0.08,1,1068,445360575,3035,1146012000,7796,16200,
11.09.2014,MXU4,146466,145150,147275,148675,145000,145150,-1.26,1,1136,519955450,3550,1056692000,7280,16000,
12.09.2014,MXU4,145940,145825,145175,147275,144150,145825,0.46,6,1957,809672850,5548,947862500,6500,16050,
15.09.2014,MXU4,145553,144446,145625,146700,143900,144450,-0.94,100,750,412498400,2834,,,15900,
16.09.2014,MXZ4,147370,149325,145350,149800,145325,149325,2.30,2,1372,739210375,5016,1126806450,7546,16450,
17.09.2014,MXZ4,147374,145825,149500,150900,144650,145825,-2.34,1,1979,776955800,5272,1048481750,7190,16050,
18.09.2014,MXZ4,146090,145200,145650,147025,145025,145200,-0.43,4,1360,619277600,4239,1012915200,6976,16000,
19.09.2014,MXZ4,144386,143725,145325,146600,142775,143725,-1.02,1,2199,972872525,6738,946860300,6588,15850,
22.09.2014,MXZ4,143062,141850,143750,144750,141850,141850,-1.30,5,1281,642918725,4494,930819700,6562,15650,
23.09.2014,MXZ4,142832,144150,141900,144225,141600,144150,1.62,1,1343,605465750,4239,1190679000,8260,15900,
24.09.2014,MXZ4,145032,145300,144225,145750,144050,145300,0.80,2,1205,462507025,3189,1170827400,8058,16000,
25.09.2014,MXZ4,145634,144175,144900,146500,144050,144175,-0.77,1,1181,404572575,2778,1145614550,7946,15900,
26.09.2014,MXZ4,143914,144525,144000,145075,142950,144500,0.22,3,1290,537086225,3732,1205338500,8340,15900,
29.09.2014,MXZ4,143811,141650,144425,145750,141075,141650,-1.97,1,2052,866032100,6022,1341142200,9468,15600,
30.09.2014,MXZ4,142158,141825,141650,143750,140725,141825,0.12,1,2768,1236060475,8695,1323510900,9332,15650,
01.10.2014,MXZ4,141782,140725,142425,142900,140350,140725,-0.78,1,1848,785612800,5541,1218397050,8658,15500,
02.10.2014,MXZ4,138679,137400,140650,141425,137275,137400,-2.36,1,1763,815156100,5878,1289911200,9388,15150,
03.10.2014,MXZ4,138774,138850,137300,140350,136700,138850,1.06,1,1684,588820100,4243,1310466300,9438,15300,
06.10.2014,MXZ4,141372,141775,138850,142850,138650,141775,2.11,1,1827,635890275,4498,1463685100,10324,15600,
07.10.2014,MXZ4,140863,140575,141700,142450,139950,140550,-0.86,1,1718,765307125,5433,1259270850,8958,15500,
08.10.2014,MXZ4,139001,137775,140725,141225,137550,137775,-1.97,1,1968,985710925,7085,1172740800,8512,15200,
09.10.2014,MXZ4,139360,138650,137700,140925,137200,138600,0.60,1,2724,959357000,6884,1285285500,9270,15300,
10.10.2014,MXZ4,137101,136750,138950,139350,136000,136750,-1.34,1,2665,901441425,6575,1329483500,9722,15050,
13.10.2014,MXZ4,138662,139175,136550,140150,135875,139175,1.77,1,2469,982142975,7083,1288760500,9260,15350,
14.10.2014,MXZ4,140344,139950,139275,142075,138600,139950,0.56,1,2881,1314324225,9365,1199091600,8568,15400,
15.10.2014,MXZ4,139622,138800,139575,140700,138325,138800,-0.82,1,2181,800176350,5731,1182298400,8518,15300,
16.10.2014,MXZ4,137970,136800,138700,140500,136000,136850,-1.40,8,3317,1897350425,13761,1553500800,11356,15050,
17.10.2014,MXZ4,138786,139050,136975,139900,136800,139050,1.61,2,1869,846317550,6098,1489503600,10712,15300,
20.10.2014,MXZ4,139230,137575,139275,141500,137475,137575,-1.06,1,2613,1029881825,7397,1462697400,10632,15150,
21.10.2014,MXZ4,138537,139025,137750,139600,136600,139000,1.04,10,1659,718591125,5187,1514538350,10894,15300,
22.10.2014,MXZ4,138695,137550,139025,139800,137475,137550,-1.04,1,1664,652978075,4708,1429694700,10394,15150,
23.10.2014,MXZ4,137017,137900,137625,138350,135800,137900,0.25,1,2144,900337925,6571,1491802200,10818,15200,
24.10.2014,MXZ4,137907,139300,138100,139450,136925,139300,1.02,1,1368,512877325,3719,1501932600,10782,15350,
27.10.2014,MXZ4,140542,140200,139400,141650,138800,140200,0.65,1,2244,1012747650,7206,1574446000,11230,15450,
28.10.2014,MXZ4,142303,142725,140300,143675,140300,142725,1.80,4,2313,1024437775,7199,1489763550,10438,15700,
29.10.2014,MXZ4,143608,145125,142600,145425,141850,145125,1.68,1,2259,893243300,6220,1668357000,11496,16000,
30.10.2014,MXZ4,145475,145775,145100,146950,143650,145775,0.45,1,3591,1843602925,12673,1947554000,13360,16050,
31.10.2014,MXZ4,147943,149050,145675,149600,145300,149050,2.25,1,3077,1315069675,8889,2003828200,13444,16400,
03.11.2014,MXZ4,149521,149300,149050,150500,147925,149375,0.22,1,1433,517042600,3458,2016445800,13506,16450,
05.11.2014,MXZ4,149283,149750,149450,150700,147750,149750,0.25,2,3129,1469990400,9847,2382522500,15910,16500,
06.11.2014,MXZ4,151591,149075,150325,153050,149075,149075,-0.45,1,3243,1736401150,11474,2959735050,19854,16400,
07.11.2014,MXZ4,150657,150000,149900,153450,148800,150000,0.62,12,5415,2981944800,19792,4032000000,26880,16500,
10.11.2014,MXZ4,150819,151650,150500,152000,149275,151650,1.10,1,2842,1246517050,8265,4275620100,28194,16700,
11.11.2014,MXZ4,152662,151750,151825,153575,151250,151700,0.03,6,3299,1734393100,11361,4742491000,31252,16700,
12.11.2014,MXZ4,151777,151600,152400,152850,150975,151600,-0.07,4,2493,1172629450,7726,4832704800,31878,16700,
13.11.2014,MXZ4,150996,149150,151750,152625,149150,149150,-1.62,1,2939,1607809575,10648,4683608300,31402,16450,
14.11.2014,MXZ4,149555,150000,149700,151200,148100,150050,0.60,1,3632,1818740425,12161,4839000000,32260,16500,
17.11.2014,MXZ4,150680,150375,149825,151375,149450,150375,0.22,12,2339,1341651775,8904,4891398000,32528,16550,
18.11.2014,MXZ4,151105,151650,150375,152825,148850,151650,0.85,3,3632,2209002875,14619,5031747000,33180,16700,
19.11.2014,MXZ4,152132,151750,152025,152675,151475,151750,0.07,10,1855,964671750,6341,5334619500,35154,16700,
20.11.2014,MXZ4,152817,152900,151600,153950,151300,152900,0.76,1,2563,1092027125,7146,5492473800,35922,16850,
21.11.2014,MXZ4,152881,153825,153100,154450,151600,153825,0.60,1,3307,1563968525,10230,5468786400,35552,16950,
24.11.2014,MXZ4,153628,153175,153750,154625,152625,153175,-0.42,1,2713,1770737850,11528,4996568500,32620,16850,
25.11.2014,MXZ4,153125,153350,153000,154000,152050,153350,0.11,1,2537,1349084375,8811,5293335300,34518,16900,
26.11.2014,MXZ4,152980,153700,153300,153850,152275,153700,0.23,1,2884,1324041625,8655,5221496400,33972,16950,
27.11.2014,MXZ4,153862,152675,154000,155200,152625,152675,-0.67,1,3671,1575123500,10237,5114612500,33500,16800,
28.11.2014,MXZ4,153196,153350,152600,154525,152000,153375,0.46,35,5073,3348719950,21859,5087232900,33174,16900,
01.12.2014,MXZ4,157338,158425,152950,160450,152200,158425,3.29,4,5906,3367927500,21406,5507169850,34762,17450,
02.12.2014,MXZ4,158092,158475,158275,160200,155575,158475,0.03,1,4529,2763288875,17479,5476579050,34558,17450,
03.12.2014,MXZ4,159739,160850,158875,161400,157750,160850,1.50,1,5139,2879620825,18027,5518120100,34306,17700,
04.12.2014,MXZ4,160596,158400,160500,162800,157725,158400,-1.52,1,4788,2808186725,17508,4901212800,30942,17450,
05.12.2014,MXZ4,155894,152850,158200,159550,152850,152850,-3.50,1,4800,2706649275,17369,4742629800,31028,16850,
08.12.2014,MXZ4,151313,148750,153500,155425,147800,148750,-2.68,2,5237,2665378175,17615,4610655000,30996,16900,
09.12.2014,MXZ4,147908,148550,148600,149550,146400,148550,-0.13,1,3782,1747845450,11814,4790737500,32250,16900,
10.12.2014,MXZ4,149932,148300,148550,152100,148050,148300,-0.17,1,3591,1712521025,11422,4796318600,32342,16900,
11.12.2014,MXZ4,147163,145975,148725,149700,144125,145975,-1.57,18,3707,1958444875,13308,4424794200,30312,16900,
12.12.2014,MXZ4,145762,146100,146400,149075,140825,146100,0.09,11,4834,2364409900,16221,3969829200,27172,16900,
15.12.2014,MXZ4,147175,144910,145650,148900,144725,145000,-0.75,1,1919,2031313350,13802,,,15950,
16.12.2014,MXH5,141608,145900,143025,149750,135875,145900,1.46,1,5583,3267882600,23077,3116715800,21362,23350,
17.12.2014,MXH5,146295,146050,146500,157575,138450,146050,0.10,1,4480,1672587825,11433,2781376200,19044,23400,
18.12.2014,MXH5,148628,149675,145700,153500,141000,149725,2.52,1,4385,1498969150,10093,3105756250,20750,23950,
19.12.2014,MXH5,145775,146100,149750,150850,142600,146100,-2.42,1,3857,1454538125,9978,2493050400,17064,23400,
22.12.2014,MXH5,145659,144800,146200,147825,143050,144800,-0.89,1,3758,845260350,5803,2467681600,17042,23200,
23.12.2014,MXH5,142891,142000,144975,145175,140000,142000,-1.93,4,2895,947369425,6630,1991692000,14026,22750,
24.12.2014,MXH5,141030,140725,141700,142425,139075,140725,-0.90,13,2090,511375825,3626,1930747000,13720,22550,
25.12.2014,MXH5,140090,140900,140750,141575,138700,140825,0.07,1,1854,420830275,3004,1997116600,14174,22550,
26.12.2014,MXH5,142947,144075,141500,144750,141200,144075,2.31,1,2040,403683200,2824,1967776350,13658,23100,
29.12.2014,MXH5,146583,145250,143750,150000,141600,145250,0.82,1,2394,679997575,4639,2140404000,14736,29050,
30.12.2014,MXH5,141802,141725,145200,145200,140000,141800,-2.38,2,2860,729147350,5142,1882958350,13286,28350,
05.01.2015,MXH5,142725,145150,142000,145950,138525,145150,2.36,1,1820,369228700,2587,1877950700,12938,29050,
06.01.2015,MXH5,147810,149900,144750,149900,144350,149900,3.27,1,2037,436484300,2953,1912724000,12760,30000,
08.01.2015,MXH5,152665,156025,149500,158200,148200,156025,4.09,1,3596,849888325,5567,2355665450,15098,25000,
09.01.2015,MXH5,154290,154975,155575,158100,150450,154975,-0.67,1,4294,941169950,6100,2270693700,14652,24800,
12.01.2015,MXH5,153488,152850,154750,155500,151975,152850,-1.37,1,2776,702055075,4574,2343496200,15332,24500,
13.01.2015,MXH5,153755,156075,153225,156500,151100,156075,2.11,1,4032,1455645075,9471,2808101400,17992,25000,
