Дата,Код фьючерса,Средне-взвешенная цена за лот,Расчетная цена,Цена первой сделки,Максим. цена,Миним. цена,Цена последней сделки,Изменение,"Объем последней сделки, контр.",Число сделок,"Объем торгов, руб.","Объем торгов, контр.","Объем открытых позиций, руб.","Объем открытых позиций, контр.",Размеры ГО (руб./контракт),
24.05.2013,MXM3,139007,138430,139870,140940,138000,138430,-0.98,1,2699,1279138260,9202,1167518620,8434,10940,
27.05.2013,MXM3,138543,138220,138520,139500,137650,138220,-0.15,1,944,375868450,2713,1179569480,8534,10940,
28.05.2013,MXM3,139876,140290,138220,141140,138220,140290,1.50,2,1193,622029240,4447,1184328180,8442,10940,
29.05.2013,MXM3,137464,136500,140260,140260,136250,136500,-2.70,21,2904,1344952450,9784,1386021000,10154,10940,
30.05.2013,MXM3,136496,136630,136210,137790,135760,136630,0.10,1,2319,849826450,6226,1494458940,10938,10260,
31.05.2013,MXM3,135131,134410,136740,137700,133700,134410,-1.62,1,2428,911055980,6742,1785771260,13286,10260,
03.06.2013,MXM3,133795,133570,134150,135540,130850,133570,-0.62,4,2994,1144214370,8552,1966150400,14720,10260,
04.06.2013,MXM3,134413,133870,133640,135480,133400,133870,0.22,1,1328,565071360,4204,1981008260,14798,10260,
05.06.2013,MXM3,132818,132290,133740,134370,131550,132360,-1.13,5,2642,1223783750,9214,2127487780,16082,9940,
06.06.2013,MXM3,131774,131280,132130,132510,131010,131280,-0.82,2,2069,965243010,7325,2319192480,17666,9860,
07.06.2013,MXM3,132972,133740,131390,134700,130210,133740,1.87,1,2872,1447128890,10883,2048629320,15318,10040,
10.06.2013,MXM3,133925,132940,133550,135500,132220,132940,-0.60,2,1712,806628280,6023,2100452000,15800,9980,
11.06.2013,MXM3,130807,129870,133000,133840,129320,129870,-2.31,1,2583,1204993380,9212,2100777120,16176,9980,
13.06.2013,MXM3,128077,128500,130010,130760,126720,128370,-1.16,1,1923,726710330,5674,2067308000,16088,9980,
14.06.2013,MXU3,129861,130410,128620,130960,128620,130410,0.84,5,683,356728510,2747,346368960,2656,10260,
17.06.2013,MXU3,132431,133220,130340,133540,129840,133220,2.16,1,2888,713540750,5388,836888040,6282,10260,
18.06.2013,MXU3,134255,134240,133400,135340,132230,134240,0.77,1,2223,2469330590,18406,4222653440,31456,10260,
19.06.2013,MXU3,133290,133080,134200,134960,132030,133080,-0.86,6,1899,696708200,5227,4198141680,31546,10000,
20.06.2013,MXU3,130924,130960,133000,133240,129790,130960,-1.59,1,3481,1257001280,9601,4171076000,31850,9840,
21.06.2013,MXU3,130907,130360,130700,132560,128960,130360,-0.46,3,3717,1241520480,9484,4147533760,31816,9780,
24.06.2013,MXU3,130755,129700,130580,133190,129020,129700,-0.51,2,3811,1347821150,10308,4130166800,31844,9740,
25.06.2013,MXU3,131193,131160,129760,132200,129420,131160,1.13,1,2447,883323910,6733,4123408080,31438,9840,
26.06.2013,MXU3,132289,133000,131650,133990,131040,132950,1.36,1,3250,1239684050,9371,4121936000,30992,9980,
27.06.2013,MXU3,132457,132230,132880,133720,131530,132230,-0.54,10,2590,887993060,6704,4006569000,30300,9920,
28.06.2013,MXU3,132947,133190,132170,134200,131620,133190,0.73,3,2600,1089900040,8198,4020206960,30184,10000,
01.07.2013,MXU3,133655,134240,133320,134540,132620,134240,0.79,1,1936,698746090,5228,3993371520,29748,10080,
02.07.2013,MXU3,134156,134300,134200,134800,133560,134300,0.04,4,1556,585591450,4365,4014495600,29892,10080,
03.07.2013,MXU3,133663,133880,134170,134610,132500,133880,-0.31,1,3318,1064759840,7966,4184553280,31256,10060,
04.07.2013,MXU3,134455,135570,133850,135670,133530,135620,1.30,2,1847,1518538470,11286,5915732520,43636,10180,
05.07.2013,MXU3,135833,134800,135450,136890,134550,134800,-0.60,1,2029,1636343080,12055,5876740800,43596,10120,
08.07.2013,MXU3,135177,135670,134880,135870,134350,135670,0.64,5,1386,452843980,3350,5900559640,43492,10180,
09.07.2013,MXU3,135181,135060,135600,136060,134600,135060,-0.45,1,1878,2236942560,16564,6184667520,45792,10140,
10.07.2013,MXU3,134392,133810,135040,135550,133530,133810,-0.93,1,1621,795599090,5920,6206643040,46384,10040,
11.07.2013,MXU3,136290,137530,133570,137800,133070,137530,2.78,9,3696,1854219520,13605,6262291020,45534,10320,
12.07.2013,MXU3,139600,140430,137710,140630,137550,140430,2.11,1,2906,1463563940,10484,6790071360,48352,10540,
15.07.2013,MXU3,141066,140750,140400,141750,140060,140750,0.23,1,1312,468904960,3324,6787528000,48224,10560,
16.07.2013,MXU3,141959,142100,141100,142670,141000,142100,0.96,10,1344,465058320,3276,6812274000,47940,10660,
17.07.2013,MXU3,143008,144280,141850,144400,141710,144280,1.53,1,2333,880070520,6154,7031630080,48736,10840,
18.07.2013,MXU3,143166,142360,144170,145670,142000,142450,-1.27,2,2827,1297080570,9060,6900473920,48472,10680,
19.07.2013,MXU3,143052,143060,142580,144840,140800,143060,0.43,1,2651,1053866110,7367,6951857640,48594,10740,
22.07.2013,MXU3,142902,142660,143020,143950,141700,142660,-0.28,2,2574,1080338930,7560,7103897360,49796,10700,
23.07.2013,MXU3,143367,142460,142720,144290,142040,142460,-0.14,1,2288,792678870,5529,7186822080,50448,10700,
24.07.2013,MXU3,141870,141610,142120,142650,141140,141600,-0.60,1,1854,690909000,4870,6962397260,49166,10640,
25.07.2013,MXU3,141205,141090,141580,142000,140600,141090,-0.36,2,1674,660696820,4679,6923286300,49070,10600,
26.07.2013,MXU3,141363,141320,140890,142010,140400,141320,0.16,5,1713,646454680,4573,6898394480,48814,10600,
29.07.2013,MXU3,141164,140830,141000,141970,140240,140830,-0.35,2,1829,701444560,4969,6728575740,47778,10580,
30.07.2013,MXU3,140785,139830,140730,141970,139770,139830,-0.71,1,1512,492746860,3500,6771966900,48430,10500,
31.07.2013,MXU3,139133,138740,139550,140300,138490,138740,-0.78,3,3298,1124888030,8085,6746093760,48624,10420,
01.08.2013,MXU3,140173,141120,138780,141140,138150,141120,1.72,1,2619,872297070,6223,6863230080,48634,10600,
02.08.2013,MXU3,140268,140110,141000,142150,139120,140110,-0.72,1,2819,969395140,6911,6743214080,48128,10520,
05.08.2013,MXU3,140121,140080,140100,140970,139500,140090,-0.01,2,2043,1068530340,7632,6662204800,47560,10520,
06.08.2013,MXU3,138222,137200,140020,140090,137100,137200,-2.06,4,3235,1097618940,7941,6690695200,48766,10300,
07.08.2013,MXU3,137356,137270,137000,138420,136210,137270,0.05,1,3288,1133464820,8252,6394585680,46584,10300,
08.08.2013,MXU3,136845,136420,137320,138070,136050,136420,-0.62,2,2329,744162450,5438,6413922720,47016,10240,
09.08.2013,MXU3,137899,138750,136410,138970,136350,138750,1.71,1,2872,1036448180,7516,6415522500,46238,10420,
12.08.2013,MXU3,138867,139210,138470,139400,138160,139210,0.33,2,1870,678226040,4884,6427882540,46174,10460,
13.08.2013,MXU3,140783,141020,139260,141380,139180,141020,1.30,1,2714,1042217910,7403,7137586280,50614,10580,
14.08.2013,MXU3,142363,142850,141500,143150,140940,142850,1.30,1,3312,1330669120,9347,7854178700,54982,10720,
15.08.2013,MXU3,140880,139540,143200,143200,139110,139540,-2.32,1,4018,1378938180,9788,7500833160,53754,10480,
16.08.2013,MXU3,138803,138480,139610,140300,137700,138480,-0.76,2,4139,1314189180,9468,7224778560,52172,10400,
19.08.2013,MXU3,138458,138660,138630,139000,137400,138660,0.13,1,2517,873390900,6308,7053356880,50868,10400,
20.08.2013,MXU3,137588,137980,138460,138700,137100,137980,-0.49,1,2519,812734080,5907,7080029760,51312,10360,
21.08.2013,MXU3,138328,138060,138090,139550,137230,138060,0.06,5,1909,622614330,4501,7027806240,50904,10360,
22.08.2013,MXU3,139142,140330,137980,140450,137090,140330,1.64,2,3064,1177141750,8460,7419247100,52870,10540,
23.08.2013,MXU3,140208,139740,140240,140700,139720,139740,-0.42,5,2008,710435750,5067,7420194000,53100,10500,
26.08.2013,MXU3,139673,139230,139800,140910,138710,139230,-0.36,1,2171,759963290,5441,7422908220,53314,10460,
27.08.2013,MXU3,138017,137990,139220,139420,137220,137990,-0.89,5,2423,1018567730,7380,6933169560,50244,10360,
28.08.2013,MXU3,137064,137460,138060,138170,135900,137460,-0.38,3,3945,1521824760,11103,6895818360,50166,10320,
29.08.2013,MXU3,137568,137680,137450,138490,136980,137680,0.16,2,2338,817118500,5940,6739160640,48948,10340,
30.08.2013,MXU3,136897,136510,137740,137910,136050,136510,-0.85,3,2717,751977120,5493,6882834200,50420,10240,
02.09.2013,MXU3,137128,137060,136330,137550,136010,137060,0.40,3,1706,689753770,5030,7148775480,52158,10280,
03.09.2013,MXU3,137741,137650,137180,138780,136870,137650,0.43,5,3990,1347103890,9780,7091177400,51516,10340,
04.09.2013,MXU3,137253,137620,137600,137760,136690,137620,-0.02,3,2273,726890510,5296,7109999680,51664,10340,
05.09.2013,MXU3,140315,142460,137840,142620,137720,142460,3.52,41,5459,1764038180,12572,7630442520,53562,10700,
06.09.2013,MXU3,143450,142850,142520,145440,142130,142850,0.27,1,8124,3782109990,26358,8603855500,60230,10720,
09.09.2013,MXU3,144824,145080,143260,145900,143000,145080,1.56,1,5469,2820029170,19469,9619384320,66304,10900,
10.09.2013,MXU3,145925,145690,145080,146840,144990,145680,0.41,1,4732,2161976120,14810,9900801020,67958,11000,
11.09.2013,MXU3,145550,145580,145900,146180,145060,145580,-0.07,1,2704,890766930,6120,9950684160,68352,11000,
12.09.2013,MXU3,145019,144920,145660,146270,144210,144920,-0.45,1,3452,2681986170,18510,8013786160,55298,10880,
13.09.2013,MXU3,144070,144180,144870,145170,143470,144180,-0.51,3,2991,3812415510,26358,3377849040,23428,10820,
16.09.2013,MXU3,145871,146825,144150,146860,144080,146820,1.83,1,3591,1550169070,10627,,,11020,
17.09.2013,MXZ3,149076,148820,149500,149540,148600,148810,-0.24,1,1533,401909030,2696,2597206640,17452,11180,
18.09.2013,MXZ3,149678,148780,148940,150680,148410,148780,-0.02,1,2084,512497830,3424,2602162200,17490,11160,
19.09.2013,MXZ3,151462,150970,148680,152920,148040,150970,1.47,11,3353,1125517500,7431,2798983800,18540,11400,
20.09.2013,MXZ3,150683,150040,150860,151460,149840,150040,-0.62,1,2597,645827040,4286,2609495680,17392,11400,
23.09.2013,MXZ3,149290,148560,150030,150240,148490,148580,-0.97,4,2399,691360150,4631,2597720160,17486,11400,
24.09.2013,MXZ3,148546,148640,148010,149440,147700,148640,0.04,1,1726,531793270,3580,2610118400,17560,11400,
25.09.2013,MXZ3,149282,150670,148750,150770,148080,150670,1.37,1,2245,689981370,4622,2689459500,17850,11400,
26.09.2013,MXZ3,150633,150600,150790,151400,149660,150600,-0.05,1,3217,952450250,6323,2656885200,17642,11300,
27.09.2013,MXZ3,149785,149190,150470,150930,148820,149190,-0.94,22,2844,917880920,6128,2693476260,18054,11200,
30.09.2013,MXZ3,148575,148260,149200,149630,147260,148300,-0.60,1,2519,805426690,5421,2484837600,16760,11120,
01.10.2013,MXZ3,148668,149400,148300,149550,147500,149400,0.74,1,2089,633324480,4260,2496474000,16710,11220,
02.10.2013,MXZ3,148192,147280,149450,150100,146790,147290,-1.41,1,2533,789120580,5325,2465761760,16742,11060,
03.10.2013,MXZ3,147568,147320,147370,148640,146860,147320,0.02,1,2681,823280900,5579,2410744480,16364,11060,
04.10.2013,MXZ3,147833,149300,147200,149350,146540,149300,1.34,1,1950,558957160,3781,2407910400,16128,11200,
07.10.2013,MXZ3,148859,149690,149110,149870,148010,149690,0.26,1,2090,619772050,4164,2420487300,16170,11240,
08.10.2013,MXZ3,150774,152040,149710,152320,149440,152040,1.57,1,2730,1055624560,7004,2631812400,17310,11420,
09.10.2013,MXZ3,152204,151990,151950,153100,151310,151990,-0.03,4,2266,687507650,4517,2605108600,17140,11400,
10.10.2013,MXZ3,153175,153550,151870,154300,151340,153580,1.05,1,2000,668609910,4365,2717220800,17696,11520,
11.10.2013,MXZ3,153257,153180,153450,154340,152480,153180,-0.26,1,1925,654866510,4273,2714043240,17718,11500,
14.10.2013,MXZ3,152463,152740,153180,153920,151830,152770,-0.27,1,1757,489560270,3211,2728547360,17864,11460,
15.10.2013,MXZ3,154440,154520,152820,155110,152820,154520,1.15,1,2054,671039690,4345,2768998400,17920,11600,
16.10.2013,MXZ3,154745,154880,154440,155560,153430,154880,0.23,1,1525,599018260,3871,2820674560,18212,11620,
17.10.2013,MXZ3,153242,152950,155160,155300,152190,152910,-1.27,2,2220,711196050,4641,2741781700,17926,11480,
18.10.2013,MXZ3,154133,154840,152750,155400,152500,154840,1.26,1,1811,695912340,4515,2793932960,18044,11620,
21.10.2013,MXZ3,154850,154470,154720,155470,154160,154470,-0.24,1,1250,426457430,2754,2699517720,17476,11600,
22.10.2013,MXZ3,154534,154340,154520,155150,153820,154340,-0.08,1,1369,439803960,2846,2756512400,17860,11580,
23.10.2013,MXZ3,152943,151600,154010,154410,151550,151600,-1.78,1,1792,728162830,4761,2642691200,17432,11380,
24.10.2013,MXZ3,151586,151050,151720,152240,150750,151050,-0.36,1,1778,604371540,3987,2770257000,18340,11340,
25.10.2013,MXZ3,151028,151190,151120,151740,150190,151190,0.09,1,1193,501565430,3321,2744098500,18150,11340,
28.10.2013,MXZ3,152106,152020,151250,153110,151200,152020,0.55,1,1350,554123370,3643,2771628640,18232,11420,
29.10.2013,MXZ3,152362,152420,151860,153190,151510,152420,0.26,6,1606,538600810,3535,2814282880,18464,11440,
30.10.2013,MXZ3,152915,152170,152400,153700,151740,152170,-0.16,1,1411,573889050,3753,2750320580,18074,11420,
31.10.2013,MXZ3,151499,151780,152080,152800,150250,151780,-0.26,9,1596,555244670,3665,2735986280,18026,11400,
01.11.2013,MXZ3,152227,152320,151920,152710,151650,152320,0.36,1,950,331246040,2176,2781058560,18258,11440,
05.11.2013,MXZ3,152080,151510,152380,153100,151440,151510,-0.53,3,1035,318608510,2095,2744452140,18114,11380,
06.11.2013,MXZ3,151209,150760,151380,151800,150650,150760,-0.50,1,1450,493848130,3266,2698604000,17900,11320,
07.11.2013,MXZ3,151384,151710,151070,152490,150430,151710,0.63,1,1533,554672680,3664,2909190960,19176,11380,
08.11.2013,MXZ3,149976,149540,151500,151500,149340,149550,-1.42,1,1833,540813730,3606,2823016120,18878,11220,
11.11.2013,MXZ3,149586,149000,149250,150550,148960,149000,-0.37,1,1033,312485430,2089,2791068000,18732,11180,
12.11.2013,MXZ3,150026,150800,149120,150830,148810,150800,1.21,1,1188,387817890,2585,2865200000,19000,11320,
13.11.2013,MXZ3,148791,147300,150590,150600,146850,147300,-2.32,9,1748,596650340,4010,2689698000,18260,11060,
14.11.2013,MXZ3,148893,149700,147500,150320,146910,149700,1.63,1,1779,611355830,4106,2758671600,18428,11240,
15.11.2013,MXZ3,150113,150000,149620,151100,149460,149990,0.19,1,1712,588742630,3922,2708400000,18056,11260,
18.11.2013,MXZ3,150812,151300,150030,151700,150010,151300,0.87,1,1566,544734230,3612,2682246400,17728,11360,
19.11.2013,MXZ3,151887,151440,151290,152570,151240,151440,0.09,1,1579,529326400,3485,2801034240,18496,11360,
20.11.2013,MXZ3,150947,151300,151660,152070,150160,151300,-0.09,3,1716,509445890,3375,2917366600,19282,11360,
21.11.2013,MXZ3,150465,150190,151330,151890,149630,150190,-0.73,1,1618,476220810,3165,2918792460,19434,11280,
22.11.2013,MXZ3,150683,151200,150250,151400,149800,151170,0.65,2,1569,644171950,4275,2997691200,19826,11340,
25.11.2013,MXZ3,151491,150760,151360,152040,150690,150760,-0.27,1,1166,433114180,2859,2947358000,19550,11320,
26.11.2013,MXZ3,149645,149340,150670,150880,148540,149340,-0.94,6,2265,679389020,4540,2856276840,19126,11220,
27.11.2013,MXZ3,148791,148340,149280,149800,147880,148340,-0.67,1,1984,683695550,4595,2837744200,19130,11140,
28.11.2013,MXZ3,148775,148610,148500,149410,148250,148610,0.18,1,1093,348876950,2345,2783168080,18728,11160,
29.11.2013,MXZ3,148081,148610,148560,148940,147200,148610,,1,1817,546272380,3689,2844395400,19140,11160,
02.12.2013,MXZ3,148526,147700,148570,149390,147700,147700,-0.61,10,1501,458795660,3089,2836726200,19206,11080,
03.12.2013,MXZ3,145885,144900,147570,147830,144370,144900,-1.90,3,2182,776548230,5323,2827288800,19512,10880,
04.12.2013,MXZ3,145007,144280,145230,146000,143770,144280,-0.43,2,2183,733829590,5061,2730643280,18926,10840,
05.12.2013,MXZ3,144109,142960,144590,145200,142830,142920,-0.94,2,1916,694319410,4818,2716240000,19000,10740,
06.12.2013,MXZ3,143683,144840,143080,145260,142460,144840,1.34,2,2507,800891040,5574,2724150720,18808,10880,
09.12.2013,MXZ3,145584,146510,144650,146800,144420,146510,1.15,1,1943,543175400,3731,2752629880,18788,11000,
10.12.2013,MXZ3,146519,146150,146920,147180,145690,146080,-0.29,1,1080,316775050,2162,2746158500,18790,10980,
11.12.2013,MXZ3,146119,146260,146130,146990,144930,146260,0.12,1,1314,394667480,2701,2819600280,19278,10980,
12.12.2013,MXZ3,145016,144920,146030,146040,143500,144980,-0.88,8,1444,471010450,3248,2712032880,18714,10880,
13.12.2013,MXZ3,145183,145230,144670,145590,144360,145230,0.17,1,1885,796617210,5487,2412270300,16610,10900,
16.12.2013,MXZ3,145730,145681,145330,146460,144600,145730,0.34,2,334,244388880,1677,,,10940,
17.12.2013,MXH4,150039,150330,149840,150830,149350,150330,0.60,2,1597,497079070,3313,984360840,6548,11280,
18.12.2013,MXH4,150685,151100,150260,151320,149930,151100,0.51,1,1073,328192650,2178,1037150400,6864,11340,
19.12.2013,MXH4,152384,152680,150940,153790,149040,152680,1.05,3,2481,917045340,6018,1253197440,8208,11460,
20.12.2013,MXH4,152440,152310,152760,153070,151650,152310,-0.24,2,1381,382623420,2510,1269351540,8334,11440,
23.12.2013,MXH4,153095,153510,152340,153700,152220,153510,0.79,1,1364,485617530,3172,1190623560,7756,11520,
24.12.2013,MXH4,153302,153300,153250,153790,152650,153300,-0.14,1,1213,398433170,2599,1289866200,8414,11500,
25.12.2013,MXH4,153329,152820,153290,153770,152690,152750,-0.36,2,803,234133180,1527,1278186480,8364,13760,
26.12.2013,MXH4,152783,152720,152830,153350,152430,152720,-0.02,1,783,234521810,1535,1253831200,8210,15280,
27.12.2013,MXH4,152380,151430,152350,152950,151430,151430,-0.84,1,1119,403501720,2648,1154199460,7622,15160,
30.12.2013,MXH4,152110,152360,151520,152570,151310,152360,0.61,1,835,251893510,1656,1146356640,7524,15240,
06.01.2014,MXH4,149702,148070,152610,152850,147960,148070,-2.82,1,817,301650060,2015,1130958660,7638,11220,
08.01.2014,MXH4,148142,147840,148290,148680,147440,147840,-0.16,1,1082,458202020,3093,1105547520,7478,11220,
09.01.2014,MXH4,148073,147980,147700,148570,147550,147980,0.10,1,820,267420360,1806,1169337960,7902,11220,
10.01.2014,MXH4,147943,148970,147990,149050,146610,148970,0.67,1,1568,599463700,4052,1207252880,8104,11220,
13.01.2014,MXH4,149200,149480,148940,150000,148340,149480,0.34,1,1268,478335220,3206,1212880720,8114,11220,
14.01.2014,MXH4,148099,148790,149630,149780,146860,148790,-0.46,1,1797,729979170,4929,1196866760,8044,11160,
15.01.2014,MXH4,149781,150390,149030,150460,148810,150390,1.08,1,1675,514648390,3436,1181463840,7856,11280,
16.01.2014,MXH4,150062,149160,150700,151000,149130,149160,-0.82,1,1357,409519640,2729,1233851520,8272,11200,
17.01.2014,MXH4,149994,150000,149180,150990,148630,149970,0.54,1,1567,493630770,3291,1202400000,8016,11260,
20.01.2014,MXH4,150727,150990,149920,151350,149510,151020,0.70,1,1530,577897390,3834,1216073460,8054,11340,
21.01.2014,MXH4,151708,151800,151030,152100,150920,151800,0.52,2,1985,743824260,4903,1278763200,8424,11400,
22.01.2014,MXH4,151112,151020,151760,151950,150350,151020,-0.51,1,1482,624093280,4130,1292731200,8560,11340,
23.01.2014,MXH4,151842,150890,151250,152530,150600,150890,-0.09,1,1730,591729090,3897,1325719540,8786,11320,
24.01.2014,MXH4,150100,150200,150640,151110,148580,150200,-0.46,5,2954,1015574760,6766,1283008400,8542,11280,
27.01.2014,MXH4,149682,149100,150270,150790,148600,149100,-0.73,1,2631,1127247530,7532,1432254600,9606,11200,
28.01.2014,MXH4,148801,148740,148650,149900,148060,148740,-0.24,5,2566,944586670,6348,1631975280,10972,11160,
29.01.2014,MXH4,149171,147380,149150,150750,146860,147380,-0.91,20,5182,2216229910,14857,1939815560,13162,11060,
30.01.2014,MXH4,147239,147450,147510,148420,145500,147450,0.05,1,4392,1497572270,10171,1967572800,13344,11060,
31.01.2014,MXH4,147147,146410,146890,148300,145840,146430,-0.69,2,3890,1375529460,9348,1848572660,12626,11000,
03.02.2014,MXH4,146534,145150,146450,148000,145100,145150,-0.87,28,2692,1029403660,7025,1847178900,12726,10900,
04.02.2014,MXH4,144475,145190,145080,145300,143700,145190,0.03,2,2552,989365780,6848,2056761540,14166,10900,
05.02.2014,MXH4,145954,146580,145570,147090,144640,146580,0.96,2,3062,1020496220,6992,2147103840,14648,11000,
06.02.2014,MXH4,147000,147800,146600,147900,145750,147800,0.83,4,2028,706039140,4803,2083684400,14098,11100,
07.02.2014,MXH4,148262,148990,148000,149030,147380,148990,0.80,7,2099,673108840,4540,2160652980,14502,11180,
10.02.2014,MXH4,148869,148340,148900,149390,148250,148340,-0.44,5,1166,356689260,2396,2128679000,14350,11140,
11.02.2014,MXH4,149033,149390,148300,149790,147420,149390,0.71,1,1945,772589520,5184,1909801760,12784,11220,
12.02.2014,MXH4,150071,150510,149490,150810,149270,150510,0.75,1,1658,580474290,3868,1900640280,12628,11300,
13.02.2014,MXH4,149494,148710,150740,151000,148250,148710,-1.20,4,1938,606647170,4058,1780950960,11976,11160,
14.02.2014,MXH4,149622,150100,149310,150550,148770,150100,0.94,46,2227,897733510,6000,1885556200,12562,11260,
17.02.2014,MXH4,151451,151300,150300,152420,150220,151300,0.80,2,2033,911883610,6021,1652196000,10920,11360,
18.02.2014,MXH4,151963,151200,151330,152660,150830,151200,-0.07,1,1706,722433430,4754,1538006400,10172,11340,
19.02.2014,MXH4,150440,149290,150980,151800,148970,149290,-1.26,5,3216,1369910720,9106,1337339820,8958,11200,
20.02.2014,MXH4,148320,148250,149460,150190,147140,148250,-0.70,1,2564,1079177880,7276,1357080500,9154,11120,
21.02.2014,MXH4,149267,149010,148020,149940,147730,149010,0.51,21,1748,833952310,5587,1451357400,9740,11180,
24.02.2014,MXH4,149004,149300,149290,149970,148400,149300,0.20,4,1455,633713750,4253,1486729400,9958,11200,
25.02.2014,MXH4,148499,148060,149580,149950,147420,148070,-0.82,8,1873,884012500,5953,1628067760,10996,11120,
26.02.2014,MXH4,147719,147300,147800,148990,146600,147300,-0.52,1,1630,737562020,4993,1685112000,11440,11060,
27.02.2014,MXH4,145398,144640,147010,147880,143050,144590,-1.84,3,3142,1308723700,9001,1563847680,10812,10860,
28.02.2014,MXH4,144245,144460,144730,146000,143050,144460,-0.09,3,3783,1371625650,9509,1535320880,10628,10840,
03.03.2014,MXH4,133162,131440,144630,144700,126840,131440,-9.01,1,1182,569002900,4273,1301781760,9904,24400,
04.03.2014,MXH4,134607,135820,131950,136890,128330,135820,3.33,2,1309,498720640,3705,1166422160,8588,24400,
05.03.2014,MXH4,134366,135460,135610,136180,133100,135460,-0.26,19,1575,573740860,4270,1096955080,8098,24400,
06.03.2014,MXH4,133876,133760,135450,137520,129810,133760,-1.26,10,1490,511137670,3818,1092284160,8166,24400,
07.03.2014,MXH4,134367,133570,134050,136200,131900,133570,-0.14,1,919,372331630,2771,1134810720,8496,24400,
11.03.2014,MXH4,131815,130300,133690,134190,130120,130300,-2.45,5,923,312797170,2373,1168791000,8970,18300,
12.03.2014,MXH4,128323,127230,130530,130530,126870,127230,-2.36,2,966,433090220,3375,1156520700,9090,10320,
13.03.2014,MXH4,126332,124500,127060,128500,124500,124500,-2.15,1,1223,458330700,3628,1080909000,8682,13700,
14.03.2014,MXH4,121069,123050,124000,124490,117930,123050,-1.16,1,1683,689369410,5694,832802400,6768,13540,
17.03.2014,MXH4,126233,127487,122650,128100,122300,127490,3.61,2,335,218761160,1733,,,14040,
18.03.2014,MXM4,130320,133020,127640,133900,127020,133020,4.04,5,1272,759764780,5830,631578960,4748,14640,
19.03.2014,MXM4,132690,131010,132990,134710,130880,131010,-1.51,4,1076,478611180,3607,647189400,4940,14640,
20.03.2014,MXM4,130859,131650,131210,132310,129500,131650,0.49,1,732,395193430,3020,622177900,4726,14640,
21.03.2014,MXM4,128425,130800,131170,131240,125670,130800,-0.65,4,1652,846965950,6595,768842400,5878,14640,
24.03.2014,MXM4,131083,128700,131000,133280,128610,128700,-1.61,2,1815,583582430,4452,830372400,6452,14640,
25.03.2014,MXM4,131195,132260,128540,133200,127870,132260,2.77,2,2404,908787580,6927,735101080,5558,14560,
26.03.2014,MXM4,134476,134860,132010,136420,131680,134860,1.97,1,1619,706942190,5257,766813960,5686,14840,
27.03.2014,MXM4,133658,133590,135210,135470,132220,133590,-0.94,1,1845,636745820,4764,858182160,6424,14700,
28.03.2014,MXM4,134591,134040,133440,135850,132600,134040,0.34,1,1433,470262450,3494,727569120,5428,14760,
31.03.2014,MXM4,135292,136560,133910,136920,132460,136560,1.88,7,1953,553343260,4090,827007360,6056,15040,
01.04.2014,MXM4,136885,137000,136010,137960,135320,137000,0.32,5,1554,441044820,3222,825562000,6026,15080,
02.04.2014,MXM4,136347,136880,136560,137750,135220,136880,-0.09,1,1400,420085830,3081,832777920,6084,15060,
03.04.2014,MXM4,136590,135200,136710,137970,135090,135200,-1.23,5,1337,486395900,3561,923686400,6832,14880,
04.04.2014,MXM4,136785,138100,135090,138460,135030,138100,2.14,2,1472,502959230,3677,897926200,6502,15200,
07.04.2014,MXM4,134182,133200,137010,137010,132080,133200,-3.55,2,1785,706067810,5262,935863200,7026,14660,
08.04.2014,MXM4,132837,133090,133110,133880,132050,133090,-0.08,1,1491,560440860,4219,965434860,7254,14640,
09.04.2014,MXM4,132730,132820,133680,134100,131700,132820,-0.20,2,1979,675062790,5086,898394480,6764,14620,
10.04.2014,MXM4,133827,134410,132600,134620,132150,134410,1.20,2,1858,532497530,3979,868288600,6460,14800,
11.04.2014,MXM4,134156,134730,134190,135510,132230,134730,0.24,26,1381,528441750,3939,839367900,6230,14840,
14.04.2014,MXM4,132770,133100,134690,134830,131580,133100,-1.21,1,1980,699829220,5271,843321600,6336,14660,
15.04.2014,MXM4,131387,129860,132810,133360,129150,129860,-2.43,2,1570,612919830,4665,1233410280,9498,14300,
16.04.2014,MXM4,129354,130330,129260,130770,127430,130330,0.36,2,2417,690622250,5339,1192258840,9148,14340,
17.04.2014,MXM4,130662,131500,130150,131810,128910,131500,0.90,1,1504,414460540,3172,1193231000,9074,14480,
18.04.2014,MXM4,134107,133910,131800,135560,130980,133910,1.83,11,935,370537110,2763,1062174120,7932,14740,
21.04.2014,MXM4,133280,131900,133880,134490,131880,131900,-1.50,1,1632,540185260,4053,1244872200,9438,14520,
22.04.2014,MXM4,131471,130850,132110,132620,130330,130850,-0.80,1,2896,802106250,6101,1415011900,10814,14400,
23.04.2014,MXM4,130347,130700,130850,131330,129720,130700,-0.12,2,2351,596335420,4575,1519779600,11628,14380,
24.04.2014,MXM4,128790,126900,130740,131640,126020,126900,-2.91,1,3731,911574310,7078,1642847400,12946,13960,
25.04.2014,MXM4,125528,125340,126840,127620,124020,125340,-1.23,1,2635,769736860,6132,1694095440,13516,13800,
28.04.2014,MXM4,124702,127800,124700,127800,122510,127800,1.96,1,3830,1202131860,9640,1612069200,12614,14060,
29.04.2014,MXM4,128395,127980,127490,129610,126640,127980,0.14,1,2657,935743630,7288,1531920600,11970,14080,
