"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 27, 2015","3,813.75","3,734.35","3,818.19","3,755.36","-","2.15%"
"Aug 26, 2015","3,733.56","3,715.64","3,757.38","3,664.03","-","0.46%"
"Aug 25, 2015","3,716.59","3,631.10","3,738.11","3,639.93","-","2.35%"
"Aug 24, 2015","3,631.41","3,708.53","3,685.96","3,568.36","-","-2.34%"
"Aug 21, 2015","3,718.35","3,774.30","3,779.27","3,713.17","-","-1.45%"
"Aug 20, 2015","3,773.23","3,731.65","3,795.02","3,723.53","-","1.11%"
"Aug 19, 2015","3,731.91","3,797.20","3,817.38","3,725.07","-","-1.73%"
"Aug 18, 2015","3,797.76","3,830.14","3,833.40","3,782.84","-","-0.88%"
"Aug 17, 2015","3,831.59","3,846.20","3,858.97","3,808.14","-","-0.43%"
"Aug 14, 2015","3,848.07","3,804.71","3,865.13","3,804.71","-","1.17%"
"Aug 13, 2015","3,803.41","3,792.66","3,841.81","3,789.85","-","0.29%"
"Aug 12, 2015","3,792.44","3,794.69","3,812.10","3,759.67","-","-0.07%"
"Aug 11, 2015","3,795.15","3,821.67","3,876.58","3,795.15","-","-0.69%"
"Aug 10, 2015","3,821.49","3,793.67","3,826.43","3,761.99","-","0.82%"
"Aug 07, 2015","3,790.23","3,762.63","3,799.57","3,762.63","-","0.77%"
"Aug 06, 2015","3,761.38","3,801.16","3,815.77","3,751.46","-","-1.03%"
"Aug 05, 2015","3,800.54","3,751.64","3,815.91","3,741.57","-","1.36%"
"Aug 04, 2015","3,749.72","3,729.13","3,766.98","3,718.91","-","0.49%"
"Aug 03, 2015","3,731.40","3,747.56","3,761.19","3,710.83","-","-0.46%"
"Jul 31, 2015","3,748.71","3,684.99","3,751.87","3,663.73","-","1.74%"
"Jul 30, 2015","3,684.56","3,649.57","3,696.77","3,652.51","-","0.99%"
"Jul 29, 2015","3,648.43","3,592.30","3,659.39","3,589.65","-","1.58%"
"Jul 28, 2015","3,591.85","3,538.46","3,617.77","3,522.80","-","1.48%"
"Jul 27, 2015","3,539.49","3,564.75","3,572.92","3,502.35","-","-0.70%"
"Jul 24, 2015","3,564.28","3,624.81","3,632.72","3,556.81","-","-1.71%"
"Jul 23, 2015","3,626.16","3,667.84","3,669.86","3,619.39","-","-1.14%"
"Jul 22, 2015","3,667.99","3,671.19","3,674.88","3,642.42","-","-0.08%"
"Jul 21, 2015","3,671.06","3,639.24","3,681.96","3,621.36","-","0.90%"
"Jul 20, 2015","3,638.14","3,694.35","3,700.47","3,623.09","-","-1.54%"
"Jul 17, 2015","3,695.13","3,701.56","3,726.94","3,689.54","-","-0.19%"
"Jul 16, 2015","3,702.18","3,659.34","3,705.10","3,654.14","-","1.18%"
"Jul 15, 2015","3,659.11","3,691.79","3,667.83","3,621.56","-","-1.21%"
"Jul 14, 2015","3,703.86","3,710.11","3,712.81","3,664.47","-","-0.18%"
"Jul 13, 2015","3,710.42","3,653.67","3,711.18","3,648.02","-","1.28%"
"Jul 10, 2015","3,663.41","3,636.94","3,666.07","3,638.68","-","0.81%"
"Jul 09, 2015","3,633.95","3,588.32","3,633.95","3,592.76","-","1.35%"
"Jul 08, 2015","3,585.41","3,636.01","3,648.43","3,548.72","-","-1.36%"
"Jul 07, 2015","3,634.91","3,656.10","3,673.38","3,627.44","-","-0.55%"
"Jul 06, 2015","3,655.11","3,696.89","3,693.63","3,642.81","-","-1.26%"
"Jul 03, 2015","3,701.74","3,729.65","3,729.18","3,684.29","-","-0.75%"
"Jul 02, 2015","3,729.70","3,712.91","3,739.32","3,700.81","-","0.45%"
"Jul 01, 2015","3,712.91","3,746.29","3,768.13","3,712.91","-","-0.93%"
"Jun 30, 2015","3,747.88","3,713.70","3,758.93","3,701.79","-","0.95%"
"Jun 29, 2015","3,712.43","3,746.03","3,746.03","3,700.73","-","-0.96%"
"Jun 26, 2015","3,748.40","3,757.85","3,765.35","3,722.42","-","-0.28%"
"Jun 25, 2015","3,759.03","3,781.52","3,801.42","3,749.17","-","-0.59%"
"Jun 24, 2015","3,781.33","3,789.65","3,804.04","3,754.13","-","-0.22%"
"Jun 23, 2015","3,789.59","3,826.10","3,836.26","3,781.56","-","-0.92%"
"Jun 22, 2015","3,824.69","3,804.74","3,852.52","3,810.54","-","0.58%"
"Jun 19, 2015","3,802.68","3,797.35","3,813.98","3,784.04","-","0.16%"
"Jun 18, 2015","3,796.59","3,808.69","3,834.04","3,790.98","-","-0.34%"
"Jun 17, 2015","3,809.73","3,827.54","3,856.45","3,805.16","-","-0.47%"
"Jun 16, 2015","3,827.87","3,771.77","3,833.31","3,759.00","-","1.50%"
"Jun 15, 2015","3,771.30","3,742.08","3,772.37","3,707.68","-","0.70%"
"Jun 11, 2015","3,745.14","3,735.81","3,745.43","3,710.44","-","0.29%"
"Jun 10, 2015","3,734.43","3,739.42","3,755.32","3,724.31","-","-0.13%"
"Jun 09, 2015","3,739.38","3,715.65","3,750.21","3,684.21","-","0.65%"
"Jun 08, 2015","3,715.25","3,727.18","3,756.84","3,698.90","-","-0.31%"
"Jun 05, 2015","3,726.68","3,703.53","3,733.02","3,697.93","-","0.64%"
"Jun 04, 2015","3,702.82","3,708.66","3,720.18","3,683.36","-","-0.20%"
"Jun 03, 2015","3,710.36","3,742.39","3,748.88","3,666.56","-","-0.85%"
"Jun 02, 2015","3,741.98","3,685.95","3,749.45","3,663.89","-","1.54%"
"Jun 01, 2015","3,685.13","3,677.21","3,721.77","3,675.20","-","0.21%"
"May 29, 2015","3,677.47","3,761.66","3,802.31","3,674.47","-","-2.19%"
"May 28, 2015","3,759.88","3,755.72","3,803.11","3,753.66","-","0.19%"
"May 27, 2015","3,752.90","3,760.21","3,785.19","3,721.85","-","-0.18%"
"May 26, 2015","3,759.76","3,771.18","3,797.80","3,748.96","-","-0.23%"
"May 25, 2015","3,768.37","3,791.08","3,800.59","3,732.98","-","-0.61%"
"May 22, 2015","3,791.64","3,791.77","3,798.80","3,758.88","-","0.03%"
"May 21, 2015","3,790.36","3,719.46","3,794.29","3,710.07","-","1.92%"
"May 20, 2015","3,718.81","3,768.93","3,782.30","3,705.34","-","-1.31%"
"May 19, 2015","3,768.34","3,822.46","3,825.02","3,740.65","-","-1.39%"
"May 18, 2015","3,821.61","3,823.80","3,850.23","3,816.16","-","-0.03%"
"May 15, 2015","3,822.75","3,781.76","3,835.57","3,781.76","-","1.10%"
"May 14, 2015","3,781.23","3,788.10","3,817.97","3,764.41","-","-0.22%"
"May 13, 2015","3,789.63","3,815.95","3,832.81","3,787.07","-","-0.64%"
"May 12, 2015","3,813.96","3,866.95","3,899.88","3,784.24","-","-1.40%"
"May 08, 2015","3,868.00","3,848.44","3,895.90","3,834.86","-","0.47%"
"May 07, 2015","3,850.03","3,907.77","3,902.89","3,826.93","-","-1.48%"
"May 06, 2015","3,907.85","3,916.62","3,950.63","3,885.86","-","-0.18%"
"May 05, 2015","3,914.92","3,825.85","3,950.58","3,828.28","-","2.34%"
"Apr 30, 2015","3,825.35","3,796.76","3,831.29","3,765.09","-","0.70%"
"Apr 29, 2015","3,798.81","3,783.79","3,825.31","3,766.17","-","0.40%"
"Apr 28, 2015","3,783.61","3,790.62","3,796.54","3,763.27","-","-0.27%"
"Apr 27, 2015","3,793.90","3,803.82","3,833.40","3,785.60","-","-0.24%"
"Apr 24, 2015","3,803.03","3,749.50","3,812.22","3,723.57","-","1.39%"
"Apr 23, 2015","3,751.03","3,770.61","3,774.21","3,668.82","-","-0.51%"
"Apr 22, 2015","3,770.11","3,841.03","3,841.92","3,743.61","-","-1.86%"
"Apr 21, 2015","3,841.68","3,787.26","3,845.20","3,788.05","-","1.45%"
"Apr 20, 2015","3,786.73","3,757.84","3,809.77","3,736.44","-","0.78%"
"Apr 17, 2015","3,757.32","3,845.66","3,864.64","3,757.32","-","-2.30%"
"Apr 16, 2015","3,845.60","3,840.71","3,850.65","3,781.77","-","0.21%"
"Apr 15, 2015","3,837.48","3,770.18","3,840.87","3,757.76","-","1.83%"
"Apr 14, 2015","3,768.65","3,841.27","3,842.26","3,763.65","-","-1.88%"
"Apr 13, 2015","3,840.91","3,799.49","3,882.24","3,795.27","-","1.12%"
"Apr 10, 2015","3,798.39","3,830.07","3,840.29","3,752.80","-","-0.80%"
"Apr 09, 2015","3,829.07","3,824.17","3,829.98","3,770.99","-","0.14%"
"Apr 08, 2015","3,823.75","3,851.97","3,853.18","3,804.11","-","-0.76%"
"Apr 07, 2015","3,852.85","3,871.76","3,896.01","3,828.45","-","-0.56%"
"Apr 06, 2015","3,874.38","3,823.14","3,875.33","3,812.22","-","1.37%"
"Apr 03, 2015","3,822.20","3,823.63","3,845.26","3,809.75","-","-0.03%"
"Apr 02, 2015","3,823.44","3,762.84","3,827.46","3,750.93","-","1.61%"
"Apr 01, 2015","3,762.84","3,672.65","3,769.37","3,658.99","-","2.44%"
"Mar 31, 2015","3,673.15","3,651.69","3,691.54","3,643.00","-","0.58%"
"Mar 30, 2015","3,652.04","3,554.46","3,659.35","3,547.66","-","2.71%"
"Mar 27, 2015","3,555.85","3,585.47","3,609.54","3,545.83","-","-0.82%"
"Mar 26, 2015","3,585.34","3,663.57","3,691.51","3,570.48","-","-2.05%"
"Mar 25, 2015","3,660.51","3,648.72","3,673.64","3,616.53","-","0.33%"
"Mar 24, 2015","3,648.58","3,612.97","3,662.62","3,585.33","-","0.97%"
"Mar 23, 2015","3,613.55","3,678.45","3,695.06","3,606.47","-","-1.90%"
"Mar 20, 2015","3,683.53","3,573.55","3,683.53","3,553.67","-","3.12%"
"Mar 19, 2015","3,572.20","3,629.29","3,677.83","3,565.48","-","-1.39%"
"Mar 18, 2015","3,622.73","3,562.58","3,636.61","3,563.92","-","1.70%"
"Mar 17, 2015","3,562.33","3,568.57","3,607.21","3,546.41","-","-0.10%"
"Mar 16, 2015","3,565.89","3,621.71","3,640.68","3,565.89","-","-1.56%"
"Mar 13, 2015","3,622.33","3,705.00","3,725.83","3,610.34","-","-2.20%"
"Mar 12, 2015","3,703.85","3,709.50","3,742.67","3,685.64","-","-0.10%"
"Mar 11, 2015","3,707.55","3,724.95","3,763.82","3,670.24","-","-0.49%"
"Mar 10, 2015","3,725.82","3,866.47","3,847.43","3,699.96","-","-3.76%"
"Mar 06, 2015","3,871.22","3,927.60","3,950.35","3,849.56","-","-1.38%"
"Mar 05, 2015","3,925.42","3,914.45","3,986.16","3,890.49","-","0.35%"
"Mar 04, 2015","3,911.88","4,032.31","4,051.30","3,907.25","-","-3.02%"
"Mar 03, 2015","4,033.78","3,961.96","4,061.91","3,934.48","-","1.75%"
"Mar 02, 2015","3,964.47","3,932.30","3,985.38","3,934.64","-","0.83%"
"Feb 27, 2015","3,931.82","3,931.87","3,955.65","3,886.46","-","0.01%"
"Feb 26, 2015","3,931.35","3,873.29","3,952.08","3,866.36","-","1.53%"
"Feb 25, 2015","3,872.15","3,914.59","3,924.40","3,829.76","-","-1.06%"
"Feb 24, 2015","3,913.77","3,949.61","3,936.75","3,882.26","-","-1.30%"
"Feb 20, 2015","3,965.46","3,961.53","4,015.10","3,939.33","-","0.24%"
"Feb 19, 2015","3,955.96","4,012.40","4,025.04","3,887.57","-","-1.46%"
"Feb 18, 2015","4,014.42","3,982.47","4,063.95","3,987.04","-","0.94%"
"Feb 17, 2015","3,976.95","3,998.60","4,105.30","3,952.17","-","-0.52%"
"Feb 16, 2015","3,997.73","4,072.33","4,105.08","3,961.87","-","-1.82%"
"Feb 13, 2015","4,071.78","3,967.69","4,072.68","3,993.42","-","2.66%"
"Feb 12, 2015","3,966.30","3,880.08","3,991.22","3,825.67","-","2.35%"
"Feb 11, 2015","3,875.16","3,818.85","3,912.36","3,839.66","-","1.67%"
"Feb 10, 2015","3,811.58","3,830.20","3,879.99","3,780.84","-","-0.59%"
"Feb 09, 2015","3,834.04","3,829.29","3,977.72","3,800.41","-","0.12%"
"Feb 06, 2015","3,829.29","3,712.19","3,842.52","3,711.35","-","3.22%"
"Feb 05, 2015","3,709.95","3,607.02","3,709.95","3,581.08","-","2.80%"
"Feb 04, 2015","3,608.82","3,651.56","3,674.42","3,608.06","-","-1.10%"
"Feb 03, 2015","3,648.78","3,595.95","3,676.10","3,587.84","-","1.54%"
"Feb 02, 2015","3,593.38","3,616.04","3,646.08","3,547.02","-","-0.48%"
"Jan 30, 2015","3,610.70","3,608.62","3,655.78","3,592.92","-","0.08%"
"Jan 29, 2015","3,607.76","3,593.43","3,678.39","3,588.00","-","0.36%"
"Jan 28, 2015","3,594.91","3,657.24","3,716.96","3,587.54","-","-1.61%"
"Jan 27, 2015","3,653.90","3,578.26","3,672.99","3,498.14","-","1.88%"
"Jan 26, 2015","3,586.54","3,669.46","3,669.63","3,553.70","-","-2.34%"
"Jan 23, 2015","3,672.47","3,658.76","3,742.75","3,648.37","-","0.45%"
"Jan 22, 2015","3,656.02","3,546.86","3,672.50","3,550.24","-","3.11%"
"Jan 21, 2015","3,545.60","3,439.98","3,549.23","3,451.63","-","3.08%"
"Jan 20, 2015","3,439.79","3,449.30","3,496.02","3,418.48","-","-0.27%"
"Jan 19, 2015","3,448.97","3,466.94","3,561.07","3,433.06","-","-0.58%"
"Jan 16, 2015","3,469.18","3,395.63","3,479.73","3,379.28","-","2.14%"
"Jan 15, 2015","3,396.45","3,362.49","3,446.18","3,368.19","-","1.18%"
"Jan 14, 2015","3,356.97","3,318.62","3,377.17","3,301.06","-","1.05%"
"Jan 13, 2015","3,322.23","3,294.16","3,347.13","3,252.47","-","0.86%"
"Jan 12, 2015","3,293.74","3,328.15","3,358.00","3,285.32","-","-1.17%"
"Jan 09, 2015","3,332.80","3,376.18","3,405.55","3,269.73","-","-1.27%"
"Jan 08, 2015","3,375.77","3,194.81","3,404.09","3,194.81","-","5.75%"
"Jan 06, 2015","3,192.26","3,109.61","3,202.76","3,101.98","-","2.63%"
"Jan 05, 2015","3,110.36","3,035.97","3,129.65","3,019.94","-","2.32%"
"Dec 30, 2014","3,039.96","3,122.80","3,107.68","3,006.13","-","-2.85%"
"Dec 29, 2014","3,129.08","3,121.36","3,255.11","3,080.72","-","0.23%"
"Dec 26, 2014","3,121.85","3,118.49","3,158.97","3,111.24","-","0.13%"
"Dec 25, 2014","3,117.88","3,070.18","3,122.05","3,047.05","-","1.46%"
"Dec 24, 2014","3,072.93","3,051.41","3,084.88","2,996.21","-","0.62%"
"Dec 23, 2014","3,053.90","3,124.28","3,163.21","3,007.61","-","-2.31%"
"Dec 22, 2014","3,126.03","3,110.81","3,182.49","3,094.29","-","0.84%"
"Dec 19, 2014","3,099.96","3,172.16","3,186.60","3,040.50","-","-2.18%"
"Dec 18, 2014","3,169.03","3,043.68","3,233.35","3,068.47","-","4.34%"
"Dec 17, 2014","3,037.23","3,101.47","3,191.00","2,983.74","-","-2.00%"
"Dec 16, 2014","3,099.30","3,126.20","3,198.94","2,833.48","-","-1.01%"
"Dec 15, 2014","3,130.84","3,243.92","3,282.32","3,082.74","-","-3.51%"
"Dec 12, 2014","3,244.70","3,247.76","3,309.98","3,160.72","-","-0.20%"
"Dec 11, 2014","3,251.29","3,307.92","3,329.58","3,214.64","-","-1.62%"
"Dec 10, 2014","3,304.80","3,289.49","3,362.46","3,293.96","-","0.50%"
"Dec 09, 2014","3,288.34","3,290.66","3,312.44","3,228.80","-","-0.05%"
"Dec 08, 2014","3,290.02","3,384.81","3,425.71","3,259.96","-","-2.77%"
"Dec 05, 2014","3,383.67","3,493.41","3,504.12","3,379.67","-","-3.16%"
"Dec 04, 2014","3,494.02","3,507.86","3,589.57","3,476.17","-","-0.42%"
"Dec 03, 2014","3,508.71","3,486.17","3,533.50","3,473.78","-","0.67%"
"Dec 02, 2014","3,485.22","3,454.63","3,506.23","3,412.88","-","0.91%"
"Dec 01, 2014","3,453.76","3,361.28","3,488.94","3,352.84","-","2.70%"
"Nov 28, 2014","3,362.93","3,364.46","3,377.36","3,331.89","-","-0.08%"
"Nov 27, 2014","3,365.61","3,381.49","3,401.10","3,356.77","-","-0.49%"
"Nov 26, 2014","3,382.02","3,363.74","3,383.94","3,353.70","-","0.51%"
"Nov 25, 2014","3,364.89","3,362.02","3,385.32","3,334.63","-","0.09%"
"Nov 24, 2014","3,361.74","3,378.08","3,389.89","3,345.53","-","-0.43%"
"Nov 21, 2014","3,376.11","3,359.62","3,381.94","3,323.65","-","0.52%"
"Nov 20, 2014","3,358.60","3,334.60","3,383.33","3,336.20","-","0.71%"
"Nov 19, 2014","3,335.06","3,321.70","3,347.02","3,317.75","-","0.45%"
"Nov 18, 2014","3,320.06","3,278.68","3,329.48","3,263.57","-","1.27%"
"Nov 17, 2014","3,278.36","3,270.83","3,300.49","3,258.53","-","0.24%"
"Nov 14, 2014","3,270.45","3,272.92","3,291.41","3,248.48","-","-0.11%"
"Nov 13, 2014","3,273.95","3,324.61","3,340.36","3,272.77","-","-1.53%"
"Nov 12, 2014","3,324.97","3,321.47","3,343.05","3,303.94","-","0.14%"
"Nov 11, 2014","3,320.48","3,326.72","3,373.84","3,317.91","-","-0.11%"
"Nov 10, 2014","3,324.17","3,276.99","3,325.65","3,282.22","-","1.49%"
"Nov 07, 2014","3,275.41","3,263.32","3,323.07","3,249.10","-","0.33%"
"Nov 06, 2014","3,264.65","3,260.28","3,327.47","3,256.83","-","0.16%"
"Nov 05, 2014","3,259.38","3,258.85","3,267.85","3,208.87","-","-0.09%"
"Nov 03, 2014","3,262.37","3,240.93","3,271.71","3,229.91","-","0.68%"
"Oct 31, 2014","3,240.40","3,178.92","3,244.72","3,181.62","-","1.99%"
"Oct 30, 2014","3,177.03","3,153.00","3,193.85","3,136.36","-","0.67%"
"Oct 29, 2014","3,155.80","3,112.13","3,165.52","3,099.00","-","1.41%"
"Oct 28, 2014","3,112.02","3,060.19","3,116.99","3,056.45","-","1.73%"
"Oct 27, 2014","3,059.08","3,036.34","3,082.20","3,036.40","-","0.85%"
"Oct 24, 2014","3,033.22","3,014.13","3,034.69","2,994.20","-","0.61%"
"Oct 23, 2014","3,014.79","3,020.42","3,032.34","2,978.46","-","-0.24%"
"Oct 22, 2014","3,022.19","3,040.15","3,055.89","3,012.97","-","-0.58%"
"Oct 21, 2014","3,039.90","3,000.42","3,046.64","2,969.51","-","1.28%"
"Oct 20, 2014","3,001.45","3,018.49","3,043.86","2,981.89","-","-0.53%"
"Oct 17, 2014","3,017.55","2,967.22","3,026.47","2,971.45","-","1.78%"
"Oct 16, 2014","2,964.84","2,999.59","3,033.91","2,951.86","-","-1.12%"
"Oct 15, 2014","2,998.44","3,027.71","3,034.02","2,992.23","-","-0.98%"
"Oct 14, 2014","3,028.08","3,009.75","3,064.90","3,009.15","-","0.60%"
"Oct 13, 2014","3,009.95","2,977.63","3,034.09","2,964.20","-","0.99%"
"Oct 10, 2014","2,980.50","3,012.12","3,003.64","2,962.39","-","-1.14%"
"Oct 09, 2014","3,014.98","3,011.26","3,058.53","3,006.47","-","0.28%"
"Oct 08, 2014","3,006.62","3,060.17","3,046.89","3,006.62","-","-1.85%"
"Oct 07, 2014","3,063.17","3,099.41","3,111.44","3,055.06","-","-1.17%"
"Oct 06, 2014","3,099.29","3,029.37","3,109.93","3,030.83","-","2.35%"
"Oct 03, 2014","3,028.18","3,033.17","3,050.36","3,007.88","-","-0.08%"
"Oct 02, 2014","3,030.54","3,075.88","3,084.23","3,021.76","-","-1.53%"
"Oct 01, 2014","3,077.75","3,108.03","3,124.81","3,077.46","-","-1.06%"
"Sep 30, 2014","3,110.64","3,096.70","3,140.42","3,083.76","-","0.49%"
"Sep 29, 2014","3,095.35","3,142.81","3,167.33","3,091.92","-","-1.47%"
"Sep 26, 2014","3,141.43","3,139.75","3,155.06","3,120.67","-","-0.01%"
"Sep 25, 2014","3,141.59","3,148.56","3,176.32","3,138.54","-","-0.16%"
"Sep 24, 2014","3,146.64","3,120.20","3,156.81","3,120.20","-","0.90%"
"Sep 23, 2014","3,118.66","3,080.04","3,123.98","3,079.94","-","1.28%"
"Sep 22, 2014","3,079.12","3,117.58","3,127.31","3,078.18","-","-1.24%"
"Sep 19, 2014","3,117.77","3,160.84","3,171.17","3,107.42","-","-1.34%"
"Sep 18, 2014","3,160.04","3,170.88","3,196.04","3,156.51","-","-0.34%"
"Sep 17, 2014","3,170.88","3,224.93","3,214.80","3,141.07","-","-1.70%"
"Sep 16, 2014","3,225.70","3,157.55","3,232.84","3,154.14","-","2.14%"
"Sep 15, 2014","3,158.16","3,169.94","3,188.34","3,130.58","-","-0.41%"
"Sep 12, 2014","3,171.14","3,157.10","3,197.11","3,125.50","-","0.39%"
"Sep 11, 2014","3,158.73","3,190.00","3,217.94","3,149.89","-","-0.91%"
"Sep 10, 2014","3,187.85","3,199.42","3,206.67","3,168.04","-","-0.43%"
"Sep 09, 2014","3,201.65","3,186.15","3,226.53","3,188.66","-","0.52%"
"Sep 08, 2014","3,185.08","3,216.52","3,227.57","3,180.82","-","-1.00%"
"Sep 05, 2014","3,217.17","3,163.14","3,232.07","3,137.29","-","1.64%"
"Sep 04, 2014","3,165.32","3,140.79","3,175.89","3,115.95","-","0.79%"
"Sep 03, 2014","3,140.44","3,016.52","3,144.63","3,018.07","-","4.12%"
"Sep 02, 2014","3,016.05","3,001.92","3,020.20","2,987.41","-","0.46%"
"Sep 01, 2014","3,002.38","3,024.08","3,056.22","2,988.36","-","-0.65%"
"Aug 29, 2014","3,022.12","3,058.25","3,077.74","3,009.69","-","-1.20%"
"Aug 28, 2014","3,058.79","3,127.04","3,126.76","3,044.44","-","-2.21%"
"Aug 27, 2014","3,127.81","3,120.25","3,141.81","3,120.95","-","0.27%"
"Aug 26, 2014","3,119.25","3,143.37","3,156.85","3,112.32","-","-0.76%"
"Aug 25, 2014","3,143.26","3,120.91","3,147.35","3,117.73","-","0.77%"
"Aug 22, 2014","3,119.11","3,154.45","3,166.81","3,096.00","-","-1.08%"
"Aug 21, 2014","3,153.23","3,117.48","3,177.80","3,118.73","-","1.15%"
"Aug 20, 2014","3,117.27","3,098.30","3,118.86","3,085.67","-","0.62%"
"Aug 19, 2014","3,098.14","3,070.81","3,107.70","3,077.67","-","0.90%"
"Aug 18, 2014","3,070.63","3,068.60","3,085.06","3,054.98","-","0.06%"
"Aug 15, 2014","3,068.88","3,044.83","3,080.81","3,024.58","-","0.77%"
"Aug 14, 2014","3,045.45","3,020.25","3,049.00","3,005.04","-","0.85%"
"Aug 13, 2014","3,019.67","2,975.40","3,029.83","2,970.76","-","1.45%"
"Aug 12, 2014","2,976.56","2,987.08","3,002.27","2,958.54","-","-0.35%"
"Aug 11, 2014","2,987.06","2,922.87","2,993.86","2,950.60","-","2.27%"
"Aug 08, 2014","2,920.62","2,884.49","2,942.84","2,869.90","-","1.18%"
"Aug 07, 2014","2,886.57","2,892.12","2,899.45","2,819.72","-","-0.26%"
"Aug 06, 2014","2,894.00","2,971.04","2,973.00","2,891.90","-","-2.68%"
"Aug 05, 2014","2,973.81","3,010.15","3,026.99","2,959.67","-","-1.17%"
"Aug 04, 2014","3,009.07","3,001.41","3,025.94","2,979.70","-","0.28%"
"Aug 01, 2014","3,000.52","2,998.75","3,002.05","2,950.05","-","0.01%"
"Jul 31, 2014","3,000.17","3,012.88","3,050.96","2,998.94","-","-0.39%"
"Jul 30, 2014","3,011.94","2,991.28","3,062.12","2,961.11","-","0.62%"
"Jul 29, 2014","2,993.39","2,977.78","3,020.73","2,962.28","-","0.49%"
"Jul 28, 2014","2,978.67","3,029.25","3,021.58","2,962.86","-","-1.74%"
"Jul 25, 2014","3,031.48","3,075.92","3,074.79","3,025.01","-","-1.43%"
"Jul 24, 2014","3,075.41","3,072.90","3,088.60","3,043.90","-","0.05%"
"Jul 23, 2014","3,073.75","3,078.31","3,119.94","3,052.36","-","-0.12%"
"Jul 22, 2014","3,077.55","3,039.17","3,096.03","3,053.22","-","1.34%"
"Jul 21, 2014","3,036.83","3,119.88","3,122.88","3,034.21","-","-2.64%"
"Jul 18, 2014","3,119.18","3,152.67","3,152.67","3,087.11","-","-1.26%"
"Jul 17, 2014","3,159.06","3,230.89","3,230.89","3,128.84","-","-2.41%"
"Jul 16, 2014","3,236.96","3,249.33","3,272.71","3,216.96","-","-0.43%"
"Jul 15, 2014","3,250.98","3,254.61","3,272.79","3,233.36","-","-0.10%"
"Jul 14, 2014","3,254.12","3,284.47","3,293.55","3,245.95","-","-0.90%"
"Jul 11, 2014","3,283.82","3,259.83","3,284.85","3,253.13","-","0.76%"
"Jul 10, 2014","3,259.02","3,300.71","3,326.50","3,237.36","-","-1.21%"
"Jul 09, 2014","3,298.97","3,301.88","3,311.55","3,266.80","-","-0.10%"
"Jul 08, 2014","3,302.11","3,309.88","3,346.68","3,301.95","-","-0.22%"
"Jul 07, 2014","3,309.48","3,250.04","3,314.01","3,229.41","-","2.04%"
"Jul 04, 2014","3,243.39","3,313.08","3,312.02","3,235.44","-","-2.04%"
"Jul 03, 2014","3,310.85","3,305.34","3,332.17","3,304.28","-","0.20%"
"Jul 02, 2014","3,304.31","3,237.93","3,304.31","3,238.12","-","1.90%"
"Jul 01, 2014","3,242.76","3,236.58","3,247.56","3,208.37","-","0.25%"
"Jun 30, 2014","3,234.61","3,247.79","3,250.88","3,208.04","-","-0.42%"
"Jun 27, 2014","3,248.15","3,250.14","3,265.36","3,233.28","-","-0.04%"
"Jun 26, 2014","3,249.60","3,267.71","3,279.74","3,232.77","-","-0.52%"
"Jun 25, 2014","3,266.71","3,333.98","3,332.62","3,256.12","-","-2.07%"
"Jun 24, 2014","3,335.59","3,282.95","3,339.16","3,284.04","-","1.64%"
"Jun 23, 2014","3,281.91","3,277.33","3,297.46","3,258.72","-","0.17%"
"Jun 20, 2014","3,276.46","3,281.53","3,295.70","3,259.93","-","-0.17%"
"Jun 19, 2014","3,281.93","3,288.84","3,328.14","3,281.93","-","-0.12%"
"Jun 18, 2014","3,285.89","3,264.86","3,304.59","3,262.72","-","0.66%"
"Jun 17, 2014","3,264.44","3,288.75","3,306.56","3,253.12","-","-0.72%"
"Jun 16, 2014","3,287.95","3,321.68","3,306.00","3,245.96","-","-1.16%"
"Jun 11, 2014","3,326.47","3,300.60","3,327.71","3,299.43","-","0.80%"
"Jun 10, 2014","3,300.14","3,301.80","3,301.92","3,276.66","-","-0.07%"
"Jun 09, 2014","3,302.46","3,290.61","3,320.02","3,287.90","-","0.42%"
"Jun 06, 2014","3,288.57","3,260.20","3,291.58","3,232.94","-","0.92%"
"Jun 05, 2014","3,258.63","3,276.05","3,303.83","3,251.22","-","-0.51%"
"Jun 04, 2014","3,275.19","3,259.29","3,290.79","3,248.83","-","0.49%"
"Jun 03, 2014","3,259.37","3,235.92","3,259.88","3,214.13","-","0.68%"
"Jun 02, 2014","3,237.44","3,174.28","3,261.60","3,173.64","-","1.99%"
"May 30, 2014","3,174.35","3,196.43","3,206.59","3,167.66","-","-0.69%"
"May 29, 2014","3,196.45","3,156.21","3,204.01","3,157.53","-","1.35%"
"May 28, 2014","3,153.78","3,135.51","3,165.41","3,115.82","-","0.62%"
"May 27, 2014","3,134.48","3,197.65","3,197.71","3,112.47","-","-1.97%"
"May 26, 2014","3,197.47","3,171.58","3,214.34","3,170.75","-","0.83%"
"May 23, 2014","3,171.19","3,152.48","3,172.79","3,128.19","-","0.59%"
"May 22, 2014","3,152.48","3,162.94","3,179.23","3,124.66","-","-0.29%"
"May 21, 2014","3,161.68","3,134.20","3,169.58","3,112.22","-","0.85%"
"May 20, 2014","3,135.03","3,118.81","3,144.49","3,099.57","-","0.56%"
"May 19, 2014","3,117.57","3,063.37","3,129.75","3,065.45","-","1.77%"
"May 16, 2014","3,063.44","3,041.60","3,065.54","3,021.40","-","0.69%"
