"Date","Price","Open","High","Low","Vol.","Change %"
"May 03, 2005","1,095.77","1,088.65","1,101.82","1,088.65","-","0.67%"
"Apr 29, 2005","1,088.43","1,082.94","1,091.71","1,072.38","-","0.44%"
"Apr 28, 2005","1,083.69","1,074.43","1,089.77","1,074.43","-","0.89%"
"Apr 27, 2005","1,074.09","1,088.20","1,088.20","1,071.69","-","-1.29%"
"Apr 26, 2005","1,088.17","1,094.30","1,102.97","1,086.02","-","-0.54%"
"Apr 25, 2005","1,094.05","1,086.55","1,111.56","1,086.55","-","0.72%"
"Apr 22, 2005","1,086.28","1,076.76","1,098.49","1,076.76","-","0.93%"
"Apr 21, 2005","1,076.25","1,069.73","1,077.38","1,061.23","-","0.57%"
"Apr 20, 2005","1,070.16","1,070.29","1,083.42","1,063.43","-","0.03%"
"Apr 19, 2005","1,069.79","1,071.17","1,078.34","1,067.99","-","-0.12%"
"Apr 18, 2005","1,071.09","1,100.78","1,100.78","1,060.20","-","-2.74%"
"Apr 15, 2005","1,101.31","1,118.12","1,118.36","1,099.72","-","-1.52%"
"Apr 14, 2005","1,118.30","1,135.23","1,135.78","1,113.60","-","-1.56%"
"Apr 13, 2005","1,136.03","1,130.62","1,149.12","1,130.62","-","0.49%"
"Apr 12, 2005","1,130.54","1,132.52","1,137.05","1,113.55","-","-0.14%"
"Apr 11, 2005","1,132.15","1,149.09","1,153.71","1,110.07","-","-1.53%"
"Apr 08, 2005","1,149.75","1,140.97","1,158.08","1,133.60","-","0.77%"
"Apr 07, 2005","1,140.97","1,135.25","1,150.04","1,132.69","-","0.51%"
"Apr 06, 2005","1,135.15","1,108.32","1,137.15","1,108.32","-","2.47%"
"Apr 05, 2005","1,107.74","1,099.82","1,111.20","1,097.78","-","0.73%"
"Apr 04, 2005","1,099.68","1,123.62","1,123.62","1,084.85","-","-2.14%"
"Apr 01, 2005","1,123.77","1,099.75","1,124.39","1,090.68","-","2.21%"
"Mar 31, 2005","1,099.46","1,092.00","1,104.00","1,085.84","-","0.73%"
"Mar 30, 2005","1,091.45","1,091.88","1,099.54","1,078.07","-","-0.09%"
"Mar 29, 2005","1,092.44","1,106.96","1,110.86","1,085.64","-","-1.23%"
"Mar 28, 2005","1,106.10","1,113.80","1,119.15","1,094.86","-","-0.69%"
"Mar 25, 2005","1,113.73","1,104.41","1,120.16","1,104.41","-","0.87%"
"Mar 24, 2005","1,104.16","1,061.94","1,108.89","1,060.11","-","3.99%"
"Mar 23, 2005","1,061.78","1,084.70","1,084.70","1,046.85","-","-2.23%"
"Mar 22, 2005","1,086.00","1,069.61","1,086.64","1,064.56","-","1.52%"
"Mar 21, 2005","1,069.70","1,098.57","1,103.33","1,065.84","-","-2.58%"
"Mar 18, 2005","1,097.99","1,103.52","1,118.74","1,090.57","-","-0.48%"
"Mar 17, 2005","1,103.24","1,081.36","1,105.22","1,081.36","-","1.96%"
"Mar 16, 2005","1,082.05","1,120.22","1,128.85","1,079.59","-","-3.38%"
"Mar 15, 2005","1,119.95","1,130.54","1,137.77","1,118.77","-","-0.94%"
"Mar 14, 2005","1,130.61","1,157.23","1,159.96","1,127.95","-","-2.30%"
"Mar 11, 2005","1,157.23","1,157.38","1,161.99","1,138.83","-","-0.02%"
"Mar 10, 2005","1,157.47","1,187.87","1,188.55","1,152.12","-","-2.56%"
"Mar 09, 2005","1,187.94","1,188.51","1,202.13","1,178.26","-","0.03%"
"Mar 05, 2005","1,187.53","1,179.57","1,188.34","1,179.36","-","0.68%"
"Mar 04, 2005","1,179.48","1,154.60","1,180.80","1,153.19","-","2.17%"
"Mar 03, 2005","1,154.46","1,150.55","1,163.03","1,147.45","-","0.36%"
"Mar 02, 2005","1,150.35","1,190.32","1,201.46","1,147.91","-","-3.33%"
"Mar 01, 2005","1,190.02","1,210.69","1,217.34","1,187.81","-","-1.69%"
"Feb 28, 2005","1,210.45","1,194.71","1,211.11","1,190.87","-","1.33%"
"Feb 25, 2005","1,194.53","1,197.21","1,201.81","1,170.74","-","-0.18%"
"Feb 24, 2005","1,196.63","1,168.26","1,199.53","1,166.61","-","2.42%"
"Feb 22, 2005","1,168.36","1,179.54","1,184.51","1,163.26","-","-0.94%"
"Feb 21, 2005","1,179.39","1,164.66","1,180.39","1,164.66","-","1.29%"
"Feb 18, 2005","1,164.39","1,161.59","1,171.07","1,155.12","-","0.24%"
"Feb 17, 2005","1,161.59","1,152.16","1,167.53","1,150.66","-","0.84%"
"Feb 16, 2005","1,151.95","1,157.39","1,164.14","1,146.03","-","-0.46%"
"Feb 15, 2005","1,157.28","1,147.49","1,157.83","1,144.50","-","0.86%"
"Feb 14, 2005","1,147.36","1,144.81","1,160.37","1,141.12","-","0.23%"
"Feb 11, 2005","1,144.71","1,162.14","1,171.81","1,138.69","-","-1.49%"
"Feb 10, 2005","1,161.99","1,135.41","1,162.67","1,123.86","-","2.35%"
"Feb 09, 2005","1,135.33","1,143.11","1,155.05","1,132.30","-","-0.67%"
"Feb 08, 2005","1,142.94","1,120.57","1,143.10","1,113.98","-","1.98%"
"Feb 07, 2005","1,120.75","1,130.98","1,144.02","1,120.42","-","-0.86%"
"Feb 04, 2005","1,130.50","1,125.48","1,132.36","1,118.96","-","0.45%"
"Feb 03, 2005","1,125.40","1,111.54","1,132.92","1,110.35","-","1.27%"
"Feb 02, 2005","1,111.27","1,102.21","1,121.91","1,097.66","-","0.85%"
"Feb 01, 2005","1,101.88","1,081.76","1,102.27","1,076.83","-","1.88%"
"Jan 31, 2005","1,081.60","1,078.23","1,099.02","1,071.24","-","0.34%"
"Jan 28, 2005","1,077.95","1,063.86","1,082.31","1,046.57","-","1.31%"
"Jan 27, 2005","1,063.97","1,050.96","1,068.53","1,048.45","-","1.26%"
"Jan 26, 2005","1,050.78","1,063.84","1,068.79","1,039.02","-","-1.25%"
"Jan 25, 2005","1,064.04","1,058.43","1,078.92","1,056.23","-","0.55%"
"Jan 24, 2005","1,058.21","1,031.48","1,059.69","1,031.48","-","2.62%"
"Jan 21, 2005","1,031.23","1,027.85","1,035.16","1,023.36","-","0.33%"
"Jan 20, 2005","1,027.85","1,054.20","1,054.65","1,026.46","-","-2.50%"
"Jan 19, 2005","1,054.20","1,041.88","1,055.66","1,037.52","-","1.21%"
"Jan 18, 2005","1,041.59","1,048.79","1,057.12","1,035.32","-","-0.64%"
"Jan 17, 2005","1,048.35","1,059.11","1,074.01","1,048.35","-","-1.01%"
"Jan 14, 2005","1,059.05","1,055.87","1,072.52","1,054.03","-","0.27%"
"Jan 13, 2005","1,056.15","1,055.43","1,062.28","1,046.12","-","0.09%"
"Jan 12, 2005","1,055.18","1,062.34","1,072.31","1,044.03","-","-0.70%"
"Jan 11, 2005","1,062.60","1,068.47","1,076.54","1,037.87","-","-0.62%"
"Dec 30, 2004","1,069.22","1,059.76","1,071.17","1,055.29","-","0.90%"
"Dec 29, 2004","1,059.66","1,060.08","1,060.63","1,041.41","-","-0.09%"
